Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
M5,2024,Europe,Red,Petrol,Manual,3.7,128456,116005,878,Low
3 Series,2020,Middle East,Red,Electric,Automatic,3.6,11064,72096,7594,High
X6,2022,Africa,Black,Hybrid,Automatic,3.7,98964,94963,9421,High
M5,2017,Asia,Silver,Diesel,Manual,4.4,116173,70910,4784,Low
7 Series,2018,Europe,Silver,Petrol,Automatic,4.7,35879,75088,5644,Low
3 Series,2010,Middle East,Black,Diesel,Manual,4.5,66490,58247,4357,Low
3 Series,2011,South America,Silver,Petrol,Manual,2.7,78345,81604,3657,Low
M5,2013,North America,White,Electric,Manual,2.7,82075,69628,4545,Low
i8,2016,Asia,White,Electric,Automatic,3.1,7409,92085,7439,High
X6,2021,North America,Red,Petrol,Manual,3.1,15247,69860,4238,Low
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,1903,Low
5 Series,2011,Middle East,Red,Hybrid,Manual,3.9,173894,107536,5246,Low
X1,2010,Europe,Red,Petrol,Manual,2.7,41013,37464,8833,High
5 Series,2012,South America,White,Diesel,Automatic,3,195904,115174,5162,Low
X6,2024,North America,Red,Petrol,Automatic,2.4,60332,73903,2713,Low
7 Series,2024,South America,Red,Electric,Manual,3.6,43684,38292,3873,Low
X6,2024,Africa,Red,Electric,Automatic,1.6,68355,116899,8122,High
5 Series,2020,Europe,Silver,Electric,Manual,3.2,31982,77738,318,Low
i8,2022,Middle East,Silver,Diesel,Automatic,3.8,96067,81262,111,Low
7 Series,2021,Middle East,White,Diesel,Automatic,3.4,62211,36787,8879,High
X1,2022,South America,Red,Electric,Automatic,1.6,157579,37391,4994,Low
X1,2022,Africa,Grey,Electric,Manual,3.6,144620,92887,4061,Low
X1,2024,Asia,Black,Petrol,Automatic,1.9,52288,87940,3431,Low
i8,2019,Europe,Red,Petrol,Automatic,2.3,8851,56000,8313,High
X3,2022,Europe,Black,Petrol,Manual,2.7,197678,49919,491,Low
i3,2016,South America,Black,Electric,Automatic,3.3,35125,109879,2353,Low
M3,2022,Middle East,Red,Petrol,Manual,2.6,135836,100852,369,Low
X1,2024,Middle East,White,Hybrid,Automatic,2.6,175955,46764,408,Low
7 Series,2014,Middle East,Red,Hybrid,Manual,3.3,46259,75965,3172,Low
5 Series,2010,Africa,Silver,Diesel,Automatic,4.1,163935,34212,464,Low
7 Series,2017,South America,Silver,Hybrid,Automatic,2.9,90382,116203,4483,Low
X3,2010,North America,Silver,Electric,Automatic,2.9,123179,30530,5076,Low
X1,2019,North America,Grey,Diesel,Automatic,4.7,192689,51913,8858,High
M5,2011,Africa,Silver,Hybrid,Automatic,2.7,49280,66058,8721,High
5 Series,2018,Middle East,White,Petrol,Automatic,2.2,1953,48740,9623,High
X5,2024,Middle East,Red,Diesel,Automatic,4.9,65654,34204,8332,High
X1,2016,Middle East,Black,Diesel,Automatic,3.6,96796,35286,509,Low
X3,2017,Middle East,Grey,Hybrid,Automatic,3,152041,73963,2420,Low
i8,2023,Africa,Black,Petrol,Manual,2.9,132042,31161,2929,Low
M5,2011,South America,White,Diesel,Manual,3.1,18974,111586,9138,High
i3,2016,North America,Black,Electric,Manual,4.9,46675,87523,8120,High
3 Series,2017,South America,White,Electric,Manual,1.9,72856,95260,5695,Low
5 Series,2019,North America,Silver,Hybrid,Manual,3.4,44241,76143,3957,Low
7 Series,2019,Middle East,Black,Electric,Automatic,4.6,44161,91688,148,Low
X5,2023,Africa,Grey,Diesel,Automatic,1.9,180001,103970,9554,High
X5,2016,Africa,Red,Diesel,Automatic,4.2,173370,65872,6709,Low
X3,2021,Africa,Blue,Electric,Automatic,4.2,169825,30158,8293,High
i8,2016,Asia,Silver,Diesel,Manual,4.7,84544,95858,6430,Low
X1,2018,Asia,Grey,Hybrid,Automatic,3.9,24335,53375,2805,Low
7 Series,2014,Asia,Silver,Electric,Manual,4.3,171053,104212,5708,Low
i3,2017,Middle East,White,Diesel,Manual,2.4,195633,91899,8329,High
3 Series,2017,Middle East,Black,Hybrid,Automatic,2.8,124518,113397,3330,Low
i3,2024,South America,White,Diesel,Manual,3.6,13495,82152,2683,Low
i8,2012,Middle East,Blue,Petrol,Manual,4.9,166587,40153,2874,Low
i8,2014,Europe,Blue,Hybrid,Manual,4.4,175613,35446,9586,High
X1,2012,Middle East,Grey,Hybrid,Automatic,3.7,64889,49788,7973,High
i8,2013,North America,Blue,Petrol,Automatic,4.8,55236,99224,853,Low
M5,2023,Middle East,Grey,Hybrid,Manual,2.6,5030,94242,1001,Low
X5,2013,South America,Grey,Diesel,Manual,4.2,89978,40540,7628,High
X5,2010,Middle East,Silver,Diesel,Automatic,4.1,168737,82504,2867,Low
X5,2013,Africa,Silver,Petrol,Manual,2.4,171875,117132,5917,Low
X3,2013,South America,Silver,Electric,Automatic,4.8,100057,93019,2489,Low
X6,2015,South America,Grey,Petrol,Manual,4.2,59116,72878,645,Low
X5,2017,Europe,Red,Electric,Automatic,4.4,33170,89975,6862,Low
X5,2019,South America,Red,Electric,Automatic,2.6,12589,40140,5469,Low
M5,2024,North America,Grey,Electric,Automatic,4.8,173891,56120,3860,Low
i8,2018,South America,Blue,Electric,Manual,2.7,27020,74727,4511,Low
i3,2024,Europe,White,Diesel,Automatic,1.7,28257,102539,4015,Low
X3,2020,Africa,Grey,Hybrid,Manual,2,100178,45402,6010,Low
M3,2017,Asia,Silver,Hybrid,Manual,4.7,80104,109411,9244,High
3 Series,2020,Africa,White,Diesel,Manual,3.7,192220,119909,1345,Low
X6,2024,Asia,Red,Hybrid,Automatic,2.5,18942,92922,4783,Low
i3,2014,Asia,Blue,Diesel,Manual,2.5,5916,41115,5338,Low
5 Series,2016,Middle East,Blue,Hybrid,Manual,1.8,22897,63866,6591,Low
X6,2012,Asia,Blue,Petrol,Automatic,4.4,82502,58951,560,Low
3 Series,2020,Middle East,Silver,Petrol,Automatic,3.4,2087,110888,6366,Low
X1,2024,South America,White,Diesel,Automatic,4.2,6187,45509,2189,Low
i8,2011,Europe,White,Electric,Manual,4.5,3315,45185,2691,Low
X6,2020,Middle East,Silver,Electric,Automatic,3,132795,93135,1780,Low
M3,2016,Europe,Silver,Petrol,Manual,4.4,66804,65788,1112,Low
X6,2022,Middle East,Grey,Petrol,Automatic,2.3,189612,90062,5610,Low
5 Series,2023,Asia,White,Diesel,Automatic,2.5,100196,84743,7304,High
3 Series,2018,Europe,Black,Electric,Automatic,4,141502,49966,7969,High
X1,2014,Middle East,Red,Hybrid,Automatic,4.9,191487,59138,3151,Low
X5,2021,South America,Red,Hybrid,Manual,3.2,107482,89044,7656,High
M3,2019,Asia,Red,Electric,Automatic,4.7,88533,103574,5598,Low
5 Series,2024,Africa,Silver,Hybrid,Manual,2.7,67051,91653,5170,Low
i3,2012,Middle East,Silver,Hybrid,Manual,4.6,77101,92131,4681,Low
3 Series,2020,Africa,Blue,Petrol,Automatic,1.7,9442,77830,5437,Low
X3,2012,South America,Black,Petrol,Automatic,4.3,184444,75184,1211,Low
M3,2016,Asia,Black,Electric,Manual,3.4,80278,64275,4867,Low
i8,2018,Asia,Red,Hybrid,Manual,4.2,173547,41186,3695,Low
3 Series,2017,South America,Grey,Diesel,Automatic,2.9,20162,105262,8203,High
M3,2013,Europe,Grey,Electric,Manual,3.2,1412,50311,2891,Low
X1,2017,Africa,Black,Petrol,Automatic,3.1,67775,86788,961,Low
3 Series,2015,Europe,Red,Electric,Manual,2.4,112038,72747,3063,Low
5 Series,2022,North America,Grey,Petrol,Manual,2,193270,47703,8691,High
7 Series,2024,Europe,Red,Petrol,Automatic,2.2,84239,116336,3929,Low
M3,2020,Africa,Silver,Electric,Manual,1.6,15479,38909,7221,High
M5,2022,Middle East,Grey,Hybrid,Automatic,4.4,37428,81572,6119,Low
X6,2019,Africa,White,Electric,Manual,2.3,111042,110265,2058,Low
X6,2022,South America,Black,Hybrid,Manual,4.2,10348,115130,269,Low
M5,2015,North America,Red,Petrol,Manual,2.1,122953,115862,4659,Low
X1,2019,Asia,Silver,Petrol,Automatic,1.8,58477,97948,6414,Low
X1,2022,Middle East,Black,Electric,Manual,4.9,132788,45928,5599,Low
7 Series,2019,South America,Silver,Diesel,Automatic,3.4,12349,53945,9741,High
M3,2021,North America,Grey,Diesel,Manual,1.7,54226,116198,7059,High
7 Series,2014,Africa,White,Electric,Automatic,2.6,177905,95308,4164,Low
i3,2020,South America,Red,Hybrid,Manual,1.9,36721,90415,2183,Low
i3,2013,Africa,Silver,Hybrid,Manual,4.9,138138,86252,2256,Low
5 Series,2017,Middle East,Black,Diesel,Manual,4.4,79531,79941,2472,Low
X1,2015,Africa,White,Hybrid,Automatic,1.8,25712,116095,8607,High
5 Series,2018,Africa,White,Petrol,Manual,3.3,87617,58693,4757,Low
X1,2014,Asia,Blue,Hybrid,Manual,3,13628,44906,4007,Low
i3,2024,Middle East,Blue,Electric,Automatic,3.8,94001,81465,4625,Low
i3,2019,North America,Grey,Petrol,Automatic,2.6,22667,52508,8381,High
i3,2021,Middle East,Grey,Diesel,Automatic,4.3,47964,65762,651,Low
i3,2012,Asia,Blue,Hybrid,Manual,3.9,54847,67431,5936,Low
X1,2014,Africa,Black,Petrol,Manual,3.2,196505,64354,7566,High
X3,2024,Africa,Grey,Hybrid,Manual,4.3,38665,77850,6517,Low
i8,2016,Middle East,Blue,Diesel,Manual,3,169793,31749,2406,Low
X5,2022,North America,White,Electric,Manual,1.6,150191,105213,2719,Low
X1,2014,Europe,Silver,Electric,Manual,4.4,54719,58745,1039,Low
i8,2015,Asia,Red,Hybrid,Automatic,2.9,18041,38916,5727,Low
X1,2011,Europe,Red,Hybrid,Automatic,3.4,19973,108049,5474,Low
5 Series,2011,Africa,White,Petrol,Automatic,4,96472,55657,5980,Low
i3,2023,South America,Blue,Petrol,Automatic,2.1,140129,60411,2846,Low
M3,2023,North America,Blue,Diesel,Manual,4.6,183832,70977,5611,Low
X1,2017,South America,Silver,Electric,Manual,4.5,51305,33713,6998,Low
i3,2014,Europe,Red,Electric,Automatic,4.4,42801,91022,5349,Low
i3,2018,Middle East,Blue,Electric,Manual,2.9,135193,38541,108,Low
X3,2019,South America,Silver,Hybrid,Manual,1.9,51822,116475,245,Low
M5,2010,Middle East,White,Petrol,Manual,2.4,100071,35853,2330,Low
3 Series,2019,South America,White,Hybrid,Manual,3,128877,63408,4317,Low
i3,2013,Asia,Silver,Hybrid,Automatic,4.9,33860,48391,6011,Low
i8,2011,North America,White,Electric,Manual,4.4,163594,109206,117,Low
X5,2021,Middle East,Silver,Hybrid,Manual,2.5,65618,66942,1576,Low
i8,2022,Europe,Blue,Petrol,Manual,2.6,56056,109679,7019,High
i8,2022,Europe,Silver,Hybrid,Manual,1.7,96584,102711,5055,Low
7 Series,2021,Africa,White,Diesel,Manual,5,27375,39724,8860,High
M3,2013,Europe,Red,Electric,Automatic,2.4,186761,59297,4839,Low
X1,2024,Europe,Silver,Diesel,Automatic,2,41998,53666,9331,High
X3,2020,Asia,Blue,Electric,Manual,4.6,23759,30583,6468,Low
X5,2015,South America,Black,Hybrid,Automatic,1.9,179273,65019,4034,Low
X1,2014,Europe,White,Petrol,Automatic,3.3,182247,99330,2794,Low
M5,2012,North America,White,Hybrid,Automatic,1.9,31419,56471,6703,Low
3 Series,2011,Europe,Red,Electric,Manual,2.8,51744,115390,475,Low
X3,2014,Middle East,Silver,Electric,Manual,2.2,159206,35594,3695,Low
7 Series,2019,South America,Black,Hybrid,Automatic,4.8,111958,44437,3216,Low
M5,2012,Asia,Grey,Electric,Manual,4,76975,110803,2992,Low
i3,2017,Middle East,White,Petrol,Manual,3.7,106381,66858,5716,Low
X6,2019,North America,Blue,Diesel,Manual,4.1,63774,55571,3453,Low
X3,2021,Middle East,Red,Petrol,Automatic,4.2,112729,66874,910,Low
X5,2024,Africa,Red,Hybrid,Manual,4.1,197006,44388,7926,High
X6,2019,Africa,White,Petrol,Manual,4.6,130763,35080,4885,Low
X6,2016,Europe,Grey,Petrol,Manual,1.6,116548,99853,8281,High
3 Series,2017,North America,Black,Electric,Automatic,4.6,85815,58210,4373,Low
M3,2014,Europe,Red,Hybrid,Automatic,4.8,174691,79030,6326,Low
3 Series,2024,North America,Silver,Diesel,Manual,2.1,148290,100082,4290,Low
7 Series,2013,South America,Black,Hybrid,Manual,4.7,159983,111983,562,Low
X5,2015,South America,Silver,Petrol,Manual,1.6,162854,54632,6471,Low
M5,2020,Africa,Grey,Petrol,Automatic,2,195911,64700,3134,Low
X3,2012,Asia,Grey,Diesel,Automatic,2.3,158244,111261,284,Low
5 Series,2014,Europe,Black,Petrol,Manual,2.7,107737,32089,1404,Low
X6,2019,Asia,Red,Diesel,Manual,1.5,49943,76065,3110,Low
X5,2019,Africa,White,Hybrid,Automatic,3.3,93274,35026,4040,Low
M5,2017,South America,White,Petrol,Manual,3.4,190609,94286,3140,Low
M3,2011,Middle East,Red,Hybrid,Manual,2.4,125417,110368,263,Low
X1,2015,Africa,Grey,Electric,Automatic,4.1,55847,90563,7766,High
X5,2014,Africa,White,Petrol,Manual,4.3,99647,96159,8544,High
i3,2021,South America,Grey,Diesel,Manual,2.1,121827,66573,1378,Low
X3,2012,Middle East,White,Petrol,Manual,3.2,170374,81704,9321,High
X3,2010,Africa,Black,Diesel,Automatic,2.9,129561,99206,3485,Low
M5,2024,South America,Blue,Petrol,Automatic,4.1,111270,115032,4442,Low
X6,2015,Asia,Grey,Electric,Automatic,3.5,157783,33943,895,Low
M3,2014,Europe,Grey,Diesel,Manual,4.7,150277,81958,2478,Low
3 Series,2013,Asia,Black,Hybrid,Manual,4.4,46238,45302,1490,Low
5 Series,2017,Middle East,White,Diesel,Manual,2.1,181631,106607,8373,High
7 Series,2020,Europe,Red,Hybrid,Automatic,4.8,156602,84989,5263,Low
X6,2013,Middle East,White,Petrol,Automatic,3,68562,80978,9152,High
M3,2023,Asia,Black,Electric,Manual,1.6,53042,59651,9583,High
X3,2011,Europe,Red,Electric,Automatic,1.6,75993,73780,3355,Low
i3,2023,Middle East,Silver,Petrol,Manual,2.4,161885,72017,6923,Low
X1,2020,South America,Black,Petrol,Manual,3.9,43562,57009,2126,Low
i8,2013,Africa,Black,Petrol,Manual,3.8,10711,101093,4474,Low
M5,2013,South America,Silver,Electric,Manual,2.8,178197,79933,5472,Low
M5,2024,Europe,White,Electric,Automatic,1.9,195147,87823,2045,Low
X1,2015,Asia,Silver,Diesel,Manual,4.6,165179,108251,1684,Low
X3,2019,North America,Blue,Hybrid,Automatic,3.4,70816,118113,9019,High
i3,2019,South America,White,Petrol,Automatic,2.5,71922,60236,6927,Low
i8,2020,South America,Silver,Electric,Automatic,4.7,80771,90448,2708,Low
M5,2021,Europe,White,Electric,Automatic,4,45710,54902,867,Low
i8,2011,Africa,Red,Electric,Automatic,2.2,113121,67588,7337,High
i3,2022,Europe,Grey,Electric,Manual,3.8,108816,105560,5261,Low
5 Series,2023,Africa,White,Electric,Automatic,4.5,195497,49146,9695,High
X6,2019,Middle East,White,Petrol,Manual,2.1,103521,94193,1391,Low
i8,2018,North America,Silver,Petrol,Automatic,1.6,177294,103376,3457,Low
i8,2022,Europe,Grey,Diesel,Manual,3.5,117681,54967,6168,Low
M3,2015,North America,Blue,Electric,Automatic,2.6,63159,74381,3111,Low
X5,2024,South America,Blue,Diesel,Automatic,3.4,149399,61108,2675,Low
X1,2013,Europe,Black,Petrol,Manual,4.4,16554,90889,6407,Low
i3,2011,Asia,Grey,Diesel,Automatic,2.8,62926,117621,2824,Low
X3,2012,North America,Grey,Electric,Manual,2.8,53030,105535,5455,Low
M5,2010,South America,Black,Electric,Manual,3.5,31957,33585,1012,Low
5 Series,2014,South America,White,Electric,Automatic,2.5,68586,62661,3679,Low
X3,2022,North America,Grey,Hybrid,Manual,4.3,170490,40865,2375,Low
i8,2011,North America,Blue,Petrol,Automatic,3.7,29441,101579,4824,Low
7 Series,2016,Middle East,Grey,Electric,Automatic,1.9,114188,78243,8610,High
X1,2019,Asia,Black,Diesel,Automatic,1.5,196994,47524,7709,High
X5,2020,Middle East,Grey,Diesel,Automatic,2.4,63704,113278,308,Low
M5,2015,Africa,White,Electric,Manual,3.1,31066,45788,8415,High
i8,2016,North America,Blue,Electric,Manual,3.1,171657,95400,954,Low
7 Series,2010,Middle East,Black,Hybrid,Manual,3.8,197666,55985,1216,Low
i8,2016,Africa,Grey,Electric,Manual,4.8,47861,43963,5314,Low
M5,2014,Asia,Silver,Electric,Manual,3.9,130993,67806,685,Low
5 Series,2022,Africa,Grey,Diesel,Automatic,1.5,77240,103468,1438,Low
X1,2019,Middle East,Red,Electric,Automatic,1.7,96264,61407,4822,Low
M3,2020,Asia,Silver,Petrol,Manual,2.4,131569,42354,5867,Low
X5,2011,Asia,Grey,Electric,Automatic,4.5,135403,34218,2586,Low
3 Series,2024,South America,Blue,Petrol,Automatic,3,160788,69081,8877,High
i3,2011,Africa,Grey,Petrol,Manual,2.7,120059,46948,6489,Low
i3,2014,Asia,Silver,Electric,Automatic,4.7,133949,102113,2388,Low
M5,2024,Europe,White,Hybrid,Automatic,4.6,24607,61107,2254,Low
7 Series,2023,Asia,Blue,Electric,Automatic,1.7,100996,91382,2012,Low
i8,2018,South America,White,Hybrid,Automatic,4.3,462,52693,7247,High
M3,2015,Europe,Silver,Petrol,Automatic,2.8,26324,69077,6835,Low
X6,2014,South America,Grey,Petrol,Automatic,2.7,117455,115437,8739,High
5 Series,2011,Africa,Grey,Electric,Manual,3.3,118754,80170,2889,Low
i3,2015,Asia,Silver,Hybrid,Automatic,2.9,152741,66975,3846,Low
X5,2018,Africa,White,Hybrid,Manual,2,121736,89252,9319,High
X1,2014,Asia,White,Diesel,Manual,4.5,14003,56072,3871,Low
5 Series,2019,Europe,Blue,Petrol,Automatic,4.4,105893,114698,4844,Low
X3,2023,Middle East,Red,Hybrid,Manual,3.5,175388,88026,3977,Low
X3,2015,Asia,Silver,Petrol,Manual,3.9,91767,43437,8516,High
X5,2018,North America,Blue,Diesel,Manual,4.3,153470,67509,187,Low
X3,2023,South America,White,Hybrid,Manual,4.8,21686,88850,4297,Low
i8,2011,North America,Grey,Diesel,Manual,5,199463,79415,2679,Low
3 Series,2011,Europe,White,Diesel,Automatic,2.7,41940,67600,7373,High
X3,2010,North America,Grey,Petrol,Automatic,4.6,127283,64363,422,Low
7 Series,2013,South America,Blue,Petrol,Manual,1.8,102577,35662,878,Low
7 Series,2018,Africa,Black,Electric,Automatic,2,5754,32320,9072,High
5 Series,2012,South America,Red,Diesel,Manual,3.9,142890,111103,5032,Low
M5,2019,Asia,Blue,Diesel,Automatic,5,171265,62531,2704,Low
X5,2014,North America,Grey,Petrol,Automatic,3.8,170342,83753,2697,Low
7 Series,2019,Europe,Black,Hybrid,Automatic,4.9,184135,60516,1319,Low
X6,2013,Africa,Black,Diesel,Automatic,3.9,153804,115317,5523,Low
X5,2014,Africa,White,Electric,Automatic,4,131183,44451,9902,High
X1,2024,North America,Black,Petrol,Manual,2,127896,36378,587,Low
i3,2015,Africa,Grey,Petrol,Manual,3.2,4936,48866,4978,Low
i3,2023,Africa,Blue,Diesel,Manual,3.2,37916,113979,125,Low
X3,2015,Europe,Silver,Diesel,Manual,3.3,11615,94644,6411,Low
X3,2021,Asia,Silver,Hybrid,Automatic,3.8,57759,119692,6782,Low
M5,2017,Africa,Red,Electric,Manual,4.5,135377,101934,5126,Low
7 Series,2024,Asia,Red,Petrol,Automatic,4.9,102029,84994,1134,Low
i8,2014,Asia,Silver,Petrol,Manual,2.6,155902,87450,5308,Low
M3,2013,Asia,Grey,Electric,Automatic,3.3,24427,57553,3059,Low
i8,2016,North America,Blue,Hybrid,Manual,2.5,145112,82447,1206,Low
i8,2020,Europe,Black,Petrol,Manual,4.6,153712,79472,5473,Low
i3,2021,Europe,Black,Hybrid,Manual,4.3,150006,115583,7961,High
X6,2020,Middle East,Blue,Electric,Manual,4.4,180602,87937,2034,Low
7 Series,2011,Middle East,Silver,Electric,Automatic,2.4,61989,86296,7283,High
i8,2010,Africa,White,Electric,Automatic,4.5,22327,62841,5949,Low
X3,2017,Asia,Grey,Electric,Automatic,3.1,72650,112515,6904,Low
M3,2017,Middle East,Silver,Petrol,Automatic,3.7,14833,88471,9389,High
3 Series,2011,Middle East,Red,Hybrid,Manual,3.9,168621,89312,6500,Low
i8,2014,Africa,Silver,Petrol,Manual,4.3,54473,63653,7629,High
3 Series,2020,Europe,Blue,Petrol,Manual,4.9,26035,89041,1076,Low
X1,2015,North America,Silver,Petrol,Automatic,4.8,9398,64917,9708,High
5 Series,2023,North America,Red,Petrol,Manual,3,27192,57537,6783,Low
X3,2015,Africa,White,Hybrid,Manual,2,48856,69657,8063,High
M5,2019,Europe,Red,Petrol,Manual,4.4,83013,62566,9518,High
7 Series,2021,Middle East,Black,Hybrid,Manual,2.4,40931,66944,8090,High
X1,2010,Europe,Black,Diesel,Manual,2.9,97249,47416,1006,Low
i8,2019,Africa,Silver,Petrol,Manual,3.5,90580,61735,1198,Low
i8,2020,North America,Red,Petrol,Manual,4.5,184098,89570,184,Low
7 Series,2017,Middle East,Blue,Hybrid,Automatic,2.6,151732,44098,575,Low
X6,2010,Africa,Grey,Diesel,Manual,4,160471,47052,1469,Low
3 Series,2018,Asia,Black,Petrol,Automatic,1.8,161995,92850,8930,High
X6,2020,South America,Red,Hybrid,Manual,2.4,53001,30503,8215,High
3 Series,2013,Europe,Red,Petrol,Automatic,3.7,199461,40814,576,Low
i3,2020,Asia,Silver,Electric,Automatic,2.9,2819,67331,5567,Low
7 Series,2019,Africa,Black,Petrol,Automatic,3.3,103004,68170,5602,Low
5 Series,2017,Africa,Grey,Hybrid,Manual,4.6,184810,49068,9103,High
X1,2010,Asia,Silver,Hybrid,Manual,4.9,107950,51656,8773,High
7 Series,2011,Asia,Red,Petrol,Manual,2.3,166677,57486,7500,High
X1,2019,Middle East,White,Hybrid,Automatic,3.5,149655,44057,6087,Low
M3,2017,South America,White,Diesel,Manual,2.6,149423,98493,3610,Low
X6,2014,Asia,Grey,Petrol,Manual,3.7,145823,55592,3220,Low
X1,2021,Africa,Red,Hybrid,Automatic,4.2,185362,102091,1625,Low
M5,2019,South America,Grey,Electric,Manual,2.4,50561,44012,1830,Low
X5,2024,Africa,Black,Diesel,Automatic,3.1,49390,46189,2424,Low
7 Series,2014,Europe,Red,Diesel,Manual,4.2,49749,70720,5812,Low
7 Series,2023,Africa,Silver,Hybrid,Manual,3.8,165399,87645,2100,Low
X5,2012,South America,Blue,Petrol,Automatic,4.8,199519,38206,2457,Low
7 Series,2021,Asia,Black,Diesel,Automatic,3.3,163859,59582,130,Low
X3,2011,Africa,Silver,Hybrid,Automatic,3.1,131650,32066,1762,Low
X5,2019,Asia,Grey,Diesel,Automatic,2.6,23051,100292,8781,High
i3,2015,Middle East,Black,Petrol,Manual,4.2,47992,68834,4197,Low
M5,2024,Africa,Blue,Diesel,Automatic,2.4,187280,46848,202,Low
M3,2019,Middle East,Blue,Diesel,Automatic,4,39735,64499,6503,Low
X1,2024,Asia,Silver,Diesel,Manual,1.9,154449,82025,2759,Low
3 Series,2018,Middle East,White,Diesel,Automatic,4.5,154329,73392,7889,High
5 Series,2019,Africa,Black,Petrol,Manual,1.7,138103,54031,2647,Low
M3,2013,South America,White,Diesel,Automatic,4.1,197323,39723,9753,High
M3,2015,Asia,Red,Hybrid,Automatic,2.3,136776,40127,1732,Low
M5,2019,North America,Red,Petrol,Automatic,4.6,156894,63858,9012,High
i3,2020,North America,Black,Diesel,Manual,4.7,78607,119793,2340,Low
X6,2010,Europe,Red,Electric,Manual,3.8,73057,112899,4909,Low
X6,2024,Asia,Blue,Petrol,Manual,4,14102,47737,4322,Low
5 Series,2019,Europe,White,Petrol,Automatic,1.6,17367,60184,4604,Low
3 Series,2012,South America,Black,Electric,Manual,4.9,151173,46910,8814,High
M5,2014,South America,Silver,Hybrid,Manual,1.7,36321,50836,714,Low
3 Series,2011,Africa,Red,Diesel,Manual,4,25395,60015,747,Low
M5,2014,Asia,Grey,Petrol,Manual,3.1,119894,103439,1717,Low
5 Series,2022,Middle East,Grey,Diesel,Manual,4.3,106769,111581,6280,Low
M5,2019,Middle East,Silver,Diesel,Automatic,2,51844,103305,5975,Low
5 Series,2016,Asia,Black,Petrol,Manual,4.4,114046,73665,1137,Low
X6,2013,Europe,Silver,Petrol,Automatic,4.7,140190,104943,8283,High
X6,2011,Asia,Black,Electric,Manual,4.2,136502,96487,3422,Low
M5,2011,Middle East,Black,Hybrid,Automatic,2,119283,109369,4464,Low
i3,2013,Europe,Black,Petrol,Automatic,2,148342,111455,144,Low
i8,2011,North America,Black,Diesel,Manual,2.4,58751,68282,9453,High
i8,2012,Middle East,White,Electric,Automatic,2.5,4558,107339,4954,Low
3 Series,2016,North America,Silver,Electric,Automatic,3.2,133761,103396,5158,Low
5 Series,2012,Europe,Red,Petrol,Manual,2.9,93868,39005,6163,Low
X1,2022,Middle East,Blue,Hybrid,Manual,3.3,159238,31150,504,Low
M5,2015,Africa,Grey,Hybrid,Automatic,3.2,140177,45952,5310,Low
M3,2012,Africa,Red,Petrol,Automatic,4.1,65573,69458,5007,Low
i8,2015,Asia,Blue,Electric,Manual,2.4,82618,36408,710,Low
X3,2012,Middle East,Black,Diesel,Manual,2.3,22399,36464,1660,Low
X1,2019,Middle East,Blue,Petrol,Manual,2.8,10110,93572,3871,Low
3 Series,2024,Asia,Black,Hybrid,Manual,3.8,175239,88758,4240,Low
7 Series,2021,South America,Red,Electric,Automatic,1.6,119156,116480,5351,Low
3 Series,2021,Middle East,Black,Petrol,Manual,3.3,121974,85994,9206,High
X6,2018,North America,Silver,Diesel,Automatic,3.7,169012,91231,1706,Low
i8,2011,North America,Grey,Petrol,Automatic,4.7,26599,105233,6089,Low
X1,2012,Middle East,Silver,Hybrid,Manual,2.8,44002,90374,1974,Low
i3,2014,Europe,Black,Hybrid,Automatic,3.9,112987,102492,9161,High
X6,2014,Middle East,Blue,Petrol,Manual,4.4,80986,51228,2990,Low
M3,2023,South America,Silver,Hybrid,Manual,4,52339,32659,9573,High
7 Series,2021,Europe,Grey,Diesel,Automatic,3.6,17010,90805,5142,Low
i8,2015,Europe,Blue,Hybrid,Manual,1.7,127960,75703,1291,Low
X6,2021,South America,Black,Hybrid,Automatic,4.7,184502,61055,8406,High
M3,2011,North America,Silver,Diesel,Manual,5,134106,48589,7595,High
3 Series,2024,Africa,Black,Diesel,Automatic,4.7,28609,76152,8259,High
3 Series,2015,Middle East,Blue,Electric,Manual,3.2,104151,39751,7064,High
5 Series,2022,South America,White,Petrol,Manual,3.8,185043,94673,1500,Low
M3,2011,Middle East,Black,Diesel,Automatic,1.8,145917,118993,3665,Low
M3,2016,Europe,Blue,Hybrid,Automatic,4.4,64277,116021,1162,Low
X1,2022,Asia,Grey,Hybrid,Automatic,4.4,167065,32250,6370,Low
X1,2012,Europe,Blue,Electric,Manual,3.2,25014,104471,3697,Low
7 Series,2010,Europe,Blue,Petrol,Automatic,1.6,134962,112274,2973,Low
M3,2023,Middle East,Silver,Diesel,Automatic,3.1,52160,64155,1548,Low
X3,2019,Asia,White,Petrol,Automatic,2.1,94400,118446,4861,Low
X6,2023,South America,Blue,Diesel,Automatic,1.8,50289,76529,4088,Low
M3,2014,Asia,Blue,Electric,Manual,4.3,21689,96955,3157,Low
X5,2023,South America,Grey,Petrol,Manual,2.6,25980,104120,3123,Low
3 Series,2014,Africa,Grey,Hybrid,Automatic,4,161102,32433,6177,Low
X5,2010,Europe,Black,Petrol,Automatic,1.8,11433,65352,7322,High
5 Series,2011,Europe,White,Diesel,Automatic,1.7,38671,38569,9074,High
